cohort_month,order_month,customers
2023-05-01,2024-10-01,2
2023-05-01,2024-11-01,1
2023-05-01,2024-12-01,3
2023-05-01,2025-01-01,1
2023-05-01,2025-02-01,5
2023-05-01,2025-03-01,1
2023-06-01,2023-06-01,64
2023-06-01,2023-07-01,2
2023-06-01,2023-08-01,3
2023-06-01,2023-09-01,2
2023-06-01,2023-10-01,2
2023-06-01,2023-12-01,1
2023-06-01,2024-02-01,3
2023-06-01,2024-05-01,2
2023-06-01,2024-06-01,3
2023-06-01,2024-07-01,1
2023-06-01,2024-08-01,2
2023-06-01,2024-09-01,1
2023-06-01,2024-10-01,5
2023-06-01,2024-11-01,2
2023-06-01,2024-12-01,2
2023-06-01,2025-01-01,1
2023-06-01,2025-03-01,1
2023-07-01,2023-07-01,97
2023-07-01,2023-08-01,3
2023-07-01,2023-10-01,2
2023-07-01,2023-11-01,1
2023-07-01,2023-12-01,3
2023-07-01,2024-01-01,1
2023-07-01,2024-02-01,2
2023-07-01,2024-03-01,2
2023-07-01,2024-04-01,1
2023-07-01,2024-06-01,2
2023-07-01,2024-08-01,2
2023-07-01,2024-09-01,1
2023-07-01,2024-10-01,3
2023-07-01,2024-11-01,3
2023-07-01,2025-01-01,1
2023-07-01,2025-02-01,2
2023-07-01,2025-04-01,3
2023-08-01,2023-08-01,81
2023-08-01,2023-09-01,2
2023-08-01,2023-10-01,3
2023-08-01,2023-11-01,1
2023-08-01,2023-12-01,1
2023-08-01,2024-01-01,1
2023-08-01,2024-02-01,3
2023-08-01,2024-04-01,1
2023-08-01,2024-05-01,5
2023-08-01,2024-06-01,1
2023-08-01,2024-07-01,2
2023-08-01,2024-08-01,2
2023-08-01,2024-09-01,2
2023-08-01,2024-10-01,1
2023-08-01,2024-11-01,1
2023-08-01,2024-12-01,2
2023-08-01,2025-01-01,2
2023-08-01,2025-02-01,3
2023-08-01,2025-03-01,4
2023-08-01,2025-04-01,2
2023-09-01,2023-09-01,69
2023-09-01,2023-10-01,1
2023-09-01,2023-11-01,1
2023-09-01,2023-12-01,1
2023-09-01,2024-01-01,2
2023-09-01,2024-02-01,2
2023-09-01,2024-03-01,2
2023-09-01,2024-04-01,3
2023-09-01,2024-05-01,4
2023-09-01,2024-06-01,1
2023-09-01,2024-07-01,1
2023-09-01,2024-08-01,2
2023-09-01,2024-09-01,4
2023-09-01,2024-10-01,1
2023-09-01,2024-12-01,2
2023-09-01,2025-01-01,3
2023-09-01,2025-02-01,1
2023-09-01,2025-03-01,2
2023-09-01,2025-04-01,2
2023-10-01,2023-10-01,93
2023-10-01,2023-11-01,2
2023-10-01,2023-12-01,1
2023-10-01,2024-01-01,2
2023-10-01,2024-02-01,5
2023-10-01,2024-03-01,5
2023-10-01,2024-04-01,4
2023-10-01,2024-05-01,2
2023-10-01,2024-06-01,3
2023-10-01,2024-07-01,1
2023-10-01,2024-08-01,1
2023-10-01,2024-09-01,1
2023-10-01,2024-10-01,1
2023-10-01,2024-11-01,2
2023-10-01,2025-01-01,3
2023-10-01,2025-02-01,2
2023-10-01,2025-03-01,2
2023-10-01,2025-04-01,2
2023-11-01,2023-11-01,63
2023-11-01,2024-01-01,2
2023-11-01,2024-04-01,2
2023-11-01,2024-05-01,2
2023-11-01,2024-07-01,1
2023-11-01,2024-08-01,5
2023-11-01,2024-09-01,1
2023-11-01,2024-10-01,1
2023-11-01,2024-11-01,2
2023-11-01,2025-02-01,6
2023-11-01,2025-03-01,2
2023-11-01,2025-04-01,2
2023-12-01,2023-12-01,73
2023-12-01,2024-01-01,3
2023-12-01,2024-04-01,1
2023-12-01,2024-05-01,2
2023-12-01,2024-06-01,2
2023-12-01,2024-07-01,5
2023-12-01,2024-08-01,1
2023-12-01,2024-09-01,1
2023-12-01,2024-10-01,2
2023-12-01,2024-11-01,2
2023-12-01,2024-12-01,4
2023-12-01,2025-01-01,4
2023-12-01,2025-02-01,2
2023-12-01,2025-03-01,2
2023-12-01,2025-04-01,3
2024-01-01,2024-01-01,82
2024-01-01,2024-02-01,2
2024-01-01,2024-03-01,4
2024-01-01,2024-04-01,1
2024-01-01,2024-05-01,4
2024-01-01,2024-06-01,2
2024-01-01,2024-07-01,2
2024-01-01,2024-08-01,3
2024-01-01,2024-09-01,6
2024-01-01,2024-10-01,2
2024-01-01,2024-11-01,1
2024-01-01,2025-02-01,1
2024-01-01,2025-03-01,1
2024-01-01,2025-04-01,2
2024-02-01,2024-02-01,56
2024-02-01,2024-03-01,2
2024-02-01,2024-05-01,1
2024-02-01,2024-07-01,2
2024-02-01,2024-08-01,3
2024-02-01,2024-09-01,2
2024-02-01,2024-10-01,1
2024-02-01,2024-11-01,4
2024-02-01,2024-12-01,1
2024-02-01,2025-01-01,1
2024-02-01,2025-03-01,1
2024-03-01,2024-03-01,73
2024-03-01,2024-04-01,1
2024-03-01,2024-05-01,2
2024-03-01,2024-06-01,2
2024-03-01,2024-07-01,1
2024-03-01,2024-08-01,2
2024-03-01,2024-09-01,2
2024-03-01,2024-10-01,2
2024-03-01,2024-11-01,2
2024-03-01,2024-12-01,3
2024-03-01,2025-01-01,3
2024-03-01,2025-02-01,3
2024-03-01,2025-03-01,2
2024-03-01,2025-04-01,2
2024-04-01,2024-04-01,49
2024-04-01,2024-06-01,1
2024-04-01,2024-07-01,1
2024-04-01,2024-09-01,1
2024-04-01,2024-12-01,1
2024-04-01,2025-01-01,2
2024-04-01,2025-02-01,2
2024-04-01,2025-03-01,2
2024-05-01,2024-05-01,70
2024-05-01,2024-06-01,3
2024-05-01,2024-07-01,1
2024-05-01,2024-09-01,2
2024-05-01,2024-10-01,1
2024-05-01,2024-12-01,4
2024-05-01,2025-01-01,1
2024-05-01,2025-02-01,1
2024-05-01,2025-03-01,2
2024-06-01,2024-06-01,54
2024-06-01,2024-08-01,1
2024-06-01,2024-09-01,1
2024-06-01,2024-12-01,4
2024-06-01,2025-01-01,1
2024-06-01,2025-02-01,2
2024-06-01,2025-03-01,1
2024-06-01,2025-04-01,2
2024-07-01,2024-07-01,58
2024-07-01,2024-08-01,1
2024-07-01,2024-09-01,4
2024-07-01,2024-10-01,4
2024-07-01,2024-11-01,1
2024-07-01,2024-12-01,1
2024-07-01,2025-01-01,2
2024-07-01,2025-02-01,1
2024-07-01,2025-03-01,3
2024-07-01,2025-04-01,1
2024-08-01,2024-08-01,56
2024-08-01,2024-09-01,3
2024-08-01,2024-10-01,2
2024-08-01,2024-11-01,1
2024-08-01,2025-01-01,2
2024-08-01,2025-02-01,4
2024-08-01,2025-03-01,4
2024-09-01,2024-09-01,59
2024-09-01,2024-10-01,2
2024-09-01,2024-11-01,2
2024-09-01,2025-01-01,1
2024-09-01,2025-03-01,2
2024-09-01,2025-04-01,2
2024-10-01,2024-10-01,58
2024-10-01,2024-11-01,1
2024-10-01,2024-12-01,3
2024-10-01,2025-02-01,1
2024-10-01,2025-03-01,2
2024-11-01,2024-11-01,50
2024-11-01,2024-12-01,1
2024-11-01,2025-03-01,2
2024-12-01,2024-12-01,50
2024-12-01,2025-01-01,2
2024-12-01,2025-02-01,2
2024-12-01,2025-03-01,2
2024-12-01,2025-04-01,1
2025-01-01,2025-01-01,49
2025-01-01,2025-02-01,1
2025-01-01,2025-03-01,1
2025-01-01,2025-04-01,1
2025-02-01,2025-02-01,39
2025-03-01,2025-03-01,58
2025-04-01,2025-04-01,39
